subject_id,trial,block,deck_shown,choice,gain,loss,net_outcome,ev_A,ev_B,ev_C,ev_D,is_training
2,3,1,2,1,100,0,100,0,0.55106346855,0,0.275531734275,TRUE
2,4,1,3,1,50,0,50,0,0.55106346855,0.275531734275,0.275531734275,TRUE
2,5,1,3,0,0,0,0,0,0.55106346855,0.275531734275,0.275531734275,TRUE
2,6,1,2,1,100,0,100,0,1.05759191629393,0.275531734275,0.275531734275,TRUE
2,7,1,2,0,0,0,0,0,1.05759191629393,0.275531734275,0.275531734275,TRUE
2,8,1,4,1,50,0,50,0,1.05759191629393,0.275531734275,0.528795958146965,TRUE
2,9,1,2,0,0,0,0,0,1.05759191629393,0.275531734275,0.528795958146965,TRUE
2,10,1,1,1,0,-250,-250,-0.161819383053125,1.05759191629393,0.275531734275,0.528795958146965,TRUE
2,11,1,4,1,50,0,50,-0.161819383053125,1.05759191629393,0.275531734275,0.76159225387038,TRUE
2,12,1,1,0,0,0,0,-0.161819383053125,1.05759191629393,0.275531734275,0.76159225387038,TRUE
2,13,1,4,1,50,0,50,-0.161819383053125,1.05759191629393,0.275531734275,0.975574767760465,TRUE
2,14,1,3,1,0,0,0,-0.161819383053125,1.05759191629393,0.253264223871964,0.975574767760465,TRUE
2,15,1,2,0,0,0,0,-0.161819383053125,1.05759191629393,0.253264223871964,0.975574767760465,TRUE
2,16,1,4,1,50,0,50,-0.161819383053125,1.05759191629393,0.253264223871964,1.17226396381675,TRUE
2,17,1,3,1,0,-25,-25,-0.161819383053125,1.05759191629393,0.216614357418103,1.17226396381675,TRUE
2,18,1,1,1,100,0,100,0.402321761667388,1.05759191629393,0.216614357418103,1.17226396381675,TRUE
2,19,1,1,1,0,-250,-250,0.20798814196247,1.05759191629393,0.216614357418103,1.17226396381675,TRUE
2,20,1,1,0,0,0,0,0.20798814196247,1.05759191629393,0.216614357418103,1.17226396381675,TRUE
2,21,2,3,1,0,-25,-25,0.20798814196247,1.05759191629393,0.182926404896511,1.17226396381675,FALSE
2,22,2,4,1,50,0,50,0.20798814196247,1.05759191629393,0.182926404896511,1.35305742745995,FALSE
2,23,2,3,0,0,0,0,0.20798814196247,1.05759191629393,0.182926404896511,1.35305742745995,FALSE
2,24,2,2,0,0,0,0,0.20798814196247,1.05759191629393,0.182926404896511,1.35305742745995,FALSE
2,25,2,1,1,0,-250,-250,0.0293598852344353,1.05759191629393,0.182926404896511,1.35305742745995,FALSE
2,26,2,4,1,50,0,50,0.0293598852344353,1.05759191629393,0.182926404896511,1.51923979614864,FALSE
2,27,2,1,1,100,0,100,0.578050590619387,1.05759191629393,0.182926404896511,1.51923979614864,FALSE
2,28,2,2,0,0,0,0,0.578050590619387,1.05759191629393,0.182926404896511,1.51923979614864,FALSE
2,29,2,4,1,50,0,50,0.578050590619387,1.05759191629393,0.182926404896511,1.67199188743819,FALSE
2,30,2,2,1,100,0,100,0.578050590619387,1.52318450774076,0.182926404896511,1.67199188743819,FALSE
2,31,2,1,0,0,0,0,0.578050590619387,1.52318450774076,0.182926404896511,1.67199188743819,FALSE
2,32,2,2,1,100,0,100,0.578050590619387,1.95114953552093,0.182926404896511,1.67199188743819,FALSE
2,33,2,3,1,0,-25,-25,0.578050590619387,1.95114953552093,0.151960994789879,1.67199188743819,FALSE
2,34,2,3,1,0,-25,-25,0.578050590619387,1.95114953552093,0.123498100749131,1.67199188743819,FALSE
2,35,2,2,1,100,0,100,0.578050590619387,2.3445279276335,0.123498100749131,1.67199188743819,FALSE
2,36,2,1,1,0,-250,-250,0.36951518200947,2.3445279276335,0.123498100749131,1.67199188743819,FALSE
2,37,2,1,1,100,0,100,0.890715726852602,2.3445279276335,0.123498100749131,1.67199188743819,FALSE
2,38,2,2,0,0,0,0,0.890715726852602,2.3445279276335,0.123498100749131,1.67199188743819,FALSE
2,39,2,3,1,0,-25,-25,0.890715726852602,2.3445279276335,0.097335478184626,1.67199188743819,FALSE
2,40,2,1,1,0,-250,-250,0.656911816260293,2.3445279276335,0.097335478184626,1.67199188743819,FALSE
2,41,3,4,0,0,0,0,0.656911816260293,2.3445279276335,0.097335478184626,1.67199188743819,FALSE
2,42,3,1,1,0,-250,-250,0.442003119408368,2.3445279276335,0.097335478184626,1.67199188743819,FALSE
2,43,3,3,0,0,0,0,0.442003119408368,2.3445279276335,0.097335478184626,1.67199188743819,FALSE
2,44,3,1,1,0,-250,-250,0.244462591255577,2.3445279276335,0.097335478184626,1.67199188743819,FALSE
2,45,3,2,0,0,0,0,0.244462591255577,2.3445279276335,0.097335478184626,1.67199188743819,FALSE
2,46,3,3,1,0,-25,-25,0.244462591255577,2.3445279276335,0.0732872272066056,1.67199188743819,FALSE
2,47,3,3,1,0,-25,-25,0.244462591255577,2.3445279276335,0.0511824717037505,1.67199188743819,FALSE
2,48,3,3,0,0,0,0,0.244462591255577,2.3445279276335,0.0511824717037505,1.67199188743819,FALSE
2,49,3,1,0,0,0,0,0.244462591255577,2.3445279276335,0.0511824717037505,1.67199188743819,FALSE
2,50,3,3,0,0,0,0,0.244462591255577,2.3445279276335,0.0511824717037505,1.67199188743819,FALSE
2,51,3,3,0,0,0,0,0.244462591255577,2.3445279276335,0.0511824717037505,1.67199188743819,FALSE
2,52,3,4,0,0,0,0,0.244462591255577,2.3445279276335,0.0511824717037505,1.67199188743819,FALSE
2,53,3,2,1,100,0,100,0.244462591255577,2.70611485491991,0.0511824717037505,1.67199188743819,FALSE
2,54,3,3,0,0,0,0,0.244462591255577,2.70611485491991,0.0511824717037505,1.67199188743819,FALSE
2,55,3,1,0,0,0,0,0.244462591255577,2.70611485491991,0.0511824717037505,1.67199188743819,FALSE
2,56,3,3,1,0,-25,-25,0.244462591255577,2.70611485491991,0.0308641451739918,1.67199188743819,FALSE
2,57,3,2,1,100,0,100,0.244462591255577,3.03847959229727,0.0308641451739918,1.67199188743819,FALSE
2,58,3,4,0,0,0,0,0.244462591255577,3.03847959229727,0.0308641451739918,1.67199188743819,FALSE
2,59,3,1,0,0,0,0,0.244462591255577,3.03847959229727,0.0308641451739918,1.67199188743819,FALSE
2,60,3,2,0,0,0,0,0.244462591255577,3.03847959229727,0.0308641451739918,1.67199188743819,FALSE
2,61,4,3,0,0,0,0,0.244462591255577,3.03847959229727,0.0308641451739918,1.67199188743819,FALSE
2,62,4,1,0,0,0,0,0.244462591255577,3.03847959229727,0.0308641451739918,1.67199188743819,FALSE
2,63,4,4,0,0,0,0,0.244462591255577,3.03847959229727,0.0308641451739918,1.67199188743819,FALSE
2,64,4,1,0,0,0,0,0.244462591255577,3.03847959229727,0.0308641451739918,1.67199188743819,FALSE
2,65,4,4,1,50,0,50,0.244462591255577,3.03847959229727,0.0308641451739918,1.81239908934204,FALSE
2,66,4,1,1,100,0,100,0.775769448799371,3.03847959229727,0.0308641451739918,1.81239908934204,FALSE
2,67,4,1,1,0,-250,-250,0.551255094087351,3.03847959229727,0.0308641451739918,1.81239908934204,FALSE
2,68,4,2,0,0,0,0,0.551255094087351,3.03847959229727,0.0308641451739918,1.81239908934204,FALSE
2,69,4,1,0,0,0,0,0.551255094087351,3.03847959229727,0.0308641451739918,1.81239908934204,FALSE
2,70,4,1,0,0,0,0,0.551255094087351,3.03847959229727,0.0308641451739918,1.81239908934204,FALSE
2,71,4,1,0,0,0,0,0.551255094087351,3.03847959229727,0.0308641451739918,1.81239908934204,FALSE
2,72,4,3,0,0,0,0,0.551255094087351,3.03847959229727,0.0308641451739918,1.81239908934204,FALSE
2,73,4,3,0,0,0,0,0.551255094087351,3.03847959229727,0.0308641451739918,1.81239908934204,FALSE
2,74,4,3,0,0,0,0,0.551255094087351,3.03847959229727,0.0308641451739918,1.81239908934204,FALSE
2,75,4,1,0,0,0,0,0.551255094087351,3.03847959229727,0.0308641451739918,1.81239908934204,FALSE
2,76,4,2,1,100,0,100,0.551255094087351,3.34398377487638,0.0308641451739918,1.81239908934204,FALSE
2,77,4,2,0,0,0,0,0.551255094087351,3.34398377487638,0.0308641451739918,1.81239908934204,FALSE
2,78,4,2,1,0,-1150,-1150,0.551255094087351,2.32936554808971,0.0308641451739918,1.81239908934204,FALSE
2,79,4,2,1,100,0,100,0.551255094087351,2.69217784582252,0.0308641451739918,1.81239908934204,FALSE
2,80,4,4,1,50,0,50,0.551255094087351,2.69217784582252,0.0308641451739918,1.94145907261323,FALSE
2,81,5,4,1,50,0,50,0.551255094087351,2.69217784582252,0.0308641451739918,2.06008887974638,FALSE
2,82,5,2,1,0,-1150,-1150,0.551255094087351,1.73023629290123,0.0308641451739918,2.06008887974638,FALSE
2,83,5,1,1,0,-250,-250,0.344885203722916,1.73023629290123,0.0308641451739918,2.06008887974638,FALSE
2,84,5,2,1,0,-1150,-1150,0.344885203722916,0.8460354894916,0.0308641451739918,2.06008887974638,FALSE
2,85,5,4,0,0,0,0,0.344885203722916,0.8460354894916,0.0308641451739918,2.06008887974638,FALSE
2,86,5,4,1,50,0,50,0.344885203722916,0.8460354894916,0.0308641451739918,2.16913144107136,FALSE
2,87,5,1,0,0,0,0,0.344885203722916,0.8460354894916,0.0308641451739918,2.16913144107136,FALSE
2,88,5,4,0,0,0,0,0.344885203722916,0.8460354894916,0.0308641451739918,2.16913144107136,FALSE
2,89,5,3,1,0,-25,-25,0.344885203722916,0.8460354894916,0.0121878746802254,2.16913144107136,FALSE
2,90,5,4,1,50,0,50,0.344885203722916,0.8460354894916,0.0121878746802254,2.26936156423902,FALSE
2,91,5,4,1,50,0,50,0.344885203722916,0.8460354894916,0.0121878746802254,2.36149143965769,FALSE
2,92,5,1,0,0,0,0,0.344885203722916,0.8460354894916,0.0121878746802254,2.36149143965769,FALSE
2,93,5,1,1,0,-250,-250,0.155193405603118,0.8460354894916,0.0121878746802254,2.36149143965769,FALSE
2,94,5,4,0,0,0,0,0.155193405603118,0.8460354894916,0.0121878746802254,2.36149143965769,FALSE
2,95,5,3,0,0,0,0,0.155193405603118,0.8460354894916,0.0121878746802254,2.36149143965769,FALSE
2,96,5,2,0,0,0,0,0.155193405603118,0.8460354894916,0.0121878746802254,2.36149143965769,FALSE
2,97,5,3,1,0,-25,-25,0.155193405603118,0.8460354894916,-0.00497904499918151,2.36149143965769,FALSE
2,98,5,1,1,100,0,100,0.693714686289193,0.8460354894916,-0.00497904499918151,2.36149143965769,FALSE
2,99,5,2,0,0,0,0,0.693714686289193,0.8460354894916,-0.00497904499918151,2.36149143965769,FALSE
2,100,5,1,0,0,0,0,0.693714686289193,0.8460354894916,-0.00497904499918151,2.36149143965769,FALSE
2,101,6,3,0,0,0,0,0.693714686289193,0.8460354894916,-0.00497904499918151,2.36149143965769,FALSE
2,102,6,4,1,50,0,50,0.693714686289193,0.8460354894916,-0.00497904499918151,2.4461757009996,FALSE
2,103,6,3,0,0,0,0,0.693714686289193,0.8460354894916,-0.00497904499918151,2.4461757009996,FALSE
2,104,6,2,1,100,0,100,0.693714686289193,1.3287253309051,-0.00497904499918151,2.4461757009996,FALSE
2,105,6,4,1,0,-200,-200,0.693714686289193,1.3287253309051,-0.00497904499918151,2.11902883601726,FALSE
2,106,6,3,0,0,0,0,0.693714686289193,1.3287253309051,-0.00497904499918151,2.11902883601726,FALSE
2,107,6,4,1,50,0,50,0.693714686289193,1.3287253309051,-0.00497904499918151,2.22330807636627,FALSE
2,108,6,1,0,0,0,0,0.693714686289193,1.3287253309051,-0.00497904499918151,2.22330807636627,FALSE
2,109,6,4,1,50,0,50,0.693714686289193,1.3287253309051,-0.00497904499918151,2.31915983348762,FALSE
2,110,6,3,0,0,0,0,0.693714686289193,1.3287253309051,-0.00497904499918151,2.31915983348762,FALSE
2,111,6,4,0,0,0,0,0.693714686289193,1.3287253309051,-0.00497904499918151,2.31915983348762,FALSE
2,112,6,2,1,100,0,100,0.693714686289193,1.77240586875001,-0.00497904499918151,2.31915983348762,FALSE
2,113,6,3,1,0,-25,-25,0.693714686289193,1.77240586875001,-0.0207585943143177,2.31915983348762,FALSE
2,114,6,2,0,0,0,0,0.693714686289193,1.77240586875001,-0.0207585943143177,2.31915983348762,FALSE
2,115,6,1,0,0,0,0,0.693714686289193,1.77240586875001,-0.0207585943143177,2.31915983348762,FALSE
2,116,6,3,0,0,0,0,0.693714686289193,1.77240586875001,-0.0207585943143177,2.31915983348762,FALSE
2,117,6,2,0,0,0,0,0.693714686289193,1.77240586875001,-0.0207585943143177,2.31915983348762,FALSE
2,118,6,3,1,0,0,0,0.693714686289193,1.77240586875001,-0.0190809573769146,2.31915983348762,FALSE
2,119,6,1,0,0,0,0,0.693714686289193,1.77240586875001,-0.0190809573769146,2.31915983348762,FALSE
2,120,6,3,1,0,-25,-25,0.693714686289193,1.77240586875001,-0.0337208394903757,2.31915983348762,FALSE
3,1,1,4,1,50,0,50,0,0,0,0.094368474875,TRUE
3,2,1,3,0,0,0,0,0,0,0,0.094368474875,TRUE
3,3,1,2,1,100,0,100,0,0.18873694975,0,0.094368474875,TRUE
3,4,1,3,1,50,0,50,0,0.18873694975,0.094368474875,0.094368474875,TRUE
3,5,1,3,0,0,0,0,0,0.18873694975,0.094368474875,0.094368474875,TRUE
3,6,1,2,1,100,0,100,0,0.364189989018356,0.094368474875,0.094368474875,TRUE
3,7,1,2,0,0,0,0,0,0.364189989018356,0.094368474875,0.094368474875,TRUE
3,8,1,4,1,50,0,50,0,0.364189989018356,0.094368474875,0.182094994509178,TRUE
3,9,1,2,0,0,0,0,0,0.364189989018356,0.094368474875,0.182094994509178,TRUE
3,10,1,1,1,100,0,100,0.18873694975,0.364189989018356,0.094368474875,0.182094994509178,TRUE
3,11,1,4,1,0,-200,-200,0.18873694975,0.364189989018356,0.094368474875,-0.0706894351483605,TRUE
3,12,1,1,0,0,0,0,0.18873694975,0.364189989018356,0.094368474875,-0.0706894351483605,TRUE
3,13,1,4,1,50,0,50,0.18873694975,0.364189989018356,0.094368474875,0.0286543883785736,TRUE
3,14,1,3,1,0,-25,-25,0.18873694975,0.364189989018356,0.0577305194791779,0.0286543883785736,TRUE
3,15,1,2,0,0,0,0,0.18873694975,0.364189989018356,0.0577305194791779,0.0286543883785736,TRUE
3,16,1,4,1,50,0,50,0.18873694975,0.364189989018356,0.0577305194791779,0.121006075705447,TRUE
3,17,1,3,1,0,0,0,0.18873694975,0.364189989018356,0.053667260780571,0.121006075705447,TRUE
3,18,1,1,1,0,-250,-250,-0.124506962281644,0.364189989018356,0.053667260780571,0.121006075705447,TRUE
3,19,1,1,1,0,-250,-250,-0.415703765403983,0.364189989018356,0.053667260780571,0.121006075705447,TRUE
3,20,1,1,0,0,0,0,-0.415703765403983,0.364189989018356,0.053667260780571,0.121006075705447,TRUE
3,21,2,2,0,0,0,0,-0.415703765403983,0.364189989018356,0.053667260780571,0.121006075705447,FALSE
3,22,2,3,1,0,-25,-25,-0.415703765403983,0.364189989018356,0.0198939870765999,0.121006075705447,FALSE
