    -1.454    -0.915    -1.543     0.075     0.314    -1.173    -0.552     0.587    -0.400     0.145 203475 300031
     0.089    -0.434    -1.543     0.075    -1.284     0.023    -1.941    -1.962    -0.266     0.145 203476 300036
    -0.425    -0.434    -0.914    -0.417    -1.991    -1.173    -1.941    -0.864    -0.574     0.145 203480 300036
     0.089     1.010     0.973     0.075     1.158     0.023     1.315     1.120     0.224     0.145 203482 300036
     0.089    -0.434    -0.914     0.949     0.752    -1.472    -0.552    -0.864    -0.296     0.145 203484 300038
     0.347    -1.397    -0.285    -0.417    -0.687     0.322     0.836     0.876     0.099     0.145 203495 300027
     0.861     0.529    -0.914     0.528     1.158     0.920     1.164     0.876     0.423     0.145 203520 300038
    -0.168     0.529    -0.285    -0.962     0.314     1.219     0.023     0.587     0.275     0.145 203523 300038
    -0.425     1.010    -0.914     1.344     1.541    -0.575     0.023     0.587    -0.048     0.145 203526 300048
    -0.425    -1.397    -2.172    -1.580     0.314    -0.874     0.464    -0.222    -0.176     0.145 203531 300037
     1.633     0.047     0.973     0.075     0.314     0.322     0.464    -0.222     0.288     0.145 203535 300032
    -0.168     0.529     0.344     0.528    -0.687     1.219     0.657     0.587     0.212     0.145 203536 300034
     1.375     0.047     0.344    -0.417    -0.161     0.322     1.315    -0.222     0.272     0.145 203537 300032
    -0.682     1.491     1.603     0.075     1.158    -1.173     0.254    -0.222    -0.158     0.145 203552 300027
    -0.682    -1.397     0.973     0.075    -0.161    -0.276     0.836     0.587    -0.070     0.145 203557 300023
    -1.968    -0.434    -2.172     1.344    -0.161    -0.575     0.657     1.332    -0.320     0.145 203561 300021
    -0.425     1.491    -0.285     1.719     1.158     0.023    -0.959    -0.222    -0.028     0.145 203564 300022
     2.147     1.491     1.603     0.949    -0.161     0.322     1.460     0.876     0.376     0.145 203567 300045
    -0.425    -0.434     0.344     0.075    -0.687    -0.575    -0.240    -0.222    -0.228     0.145 203568 300046
    -0.682     0.529    -1.543     0.075    -0.161     0.920     0.023     0.234     0.082     0.145 203581 300027
    -0.425     0.047    -0.285     0.075    -0.687    -0.276    -0.552    -0.864    -0.205     0.145 203586 300034
    -1.197     1.010     0.973     0.075     1.158    -0.575    -0.552     0.876    -0.134     0.145 203598 300024
     0.604     1.010     0.973     1.344     0.314     0.920    -0.959     0.234     0.210     0.145 203602 300024
    -1.197    -0.434     0.344     0.528    -1.284    -0.874     0.023     0.234    -0.397     0.145 203605 300035
     2.147     1.491    -0.285     1.344     1.902     0.920     1.164     1.332     0.619     0.145 203606 300024
     0.861     0.529     0.344     0.949    -1.284     0.920     0.254     0.587     0.174     0.145 203627 300021
     1.375     0.529     0.344     0.949     1.541     0.621     1.315     1.120     0.472     0.145 203631 300045
    -0.168     1.491    -0.914     1.344    -0.161     0.920     1.005     0.876     0.193     0.145 203633 300038
    -0.940     1.491     0.973     1.344     0.314     0.023     1.005     0.587     0.005     0.145 203640 300024
    -1.197     0.529     0.344     1.344    -0.687    -1.173    -0.552    -0.864    -0.467     0.145 203648 300021
     0.089     0.529     0.344     0.075     0.314    -1.173    -0.959    -1.962    -0.276     0.145 203652 300021
    -1.197    -0.434    -0.285     0.528     0.314    -0.874    -0.959    -1.962    -0.367     0.145 203663 300034
     0.604     1.010     0.344     0.528    -0.161     1.219    -0.240    -0.864     0.258     0.145 203666 300038
    -1.711    -2.359    -2.801    -0.962    -1.991    -0.874    -0.959    -1.962    -0.632     0.145 203689 300035
     1.890    -0.434     0.973     0.075     0.314     1.219     0.657     1.518     0.526     0.145 203690 300035
     0.861     1.491     0.973     0.075     1.158     0.322    -0.959    -0.222     0.206     0.145 203695 300040
     0.089     0.529     0.344     0.528     1.158     0.920     1.460     1.332     0.391     0.145 203706 310011
    -0.682    -0.434     0.344     0.075     0.314     0.621     0.023    -0.864     0.070     0.145 203712 310013
    -0.682    -0.434    -0.285     0.075    -0.161    -0.874     0.023    -0.222    -0.262     0.145 203716 310015
    -0.168    -1.397     0.344    -1.580     0.314    -0.575     0.464     0.587    -0.040     0.145 203718 310014
     1.118     0.529     0.344     0.528     1.158     0.621    -0.552    -0.864     0.281     0.145 203721 310015
    -0.940    -0.915    -0.285    -0.417     1.158    -0.575    -1.941    -0.864    -0.238     0.145 203767 310015
     0.861    -0.434    -1.543    -0.962    -0.161     0.621     0.464     0.876     0.225     0.145 203778 310009
     1.118    -1.397    -0.914    -2.313     0.314     0.920     0.836     0.876     0.399     0.145 203788 310015
     1.375     1.491     0.344     0.075     1.902     0.322     0.836     0.876     0.432     0.145 203794 310015
